BotName;QA;ResponseType;Value;ArchitecturalAlternative;Level;Generator
m2;Modifiability;AffectedComponents;6;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps1-494-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps1-64-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps1-64-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-209-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-209-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-22-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-22-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-325-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-325-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-325-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-330-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-330-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-330-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-358-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-358-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;231.0;stplus-ps2-358-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-366-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-366-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;4;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;110.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;190.5;stplus-ps2-366-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-416-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-416-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-416-mod-split(PaymentSystem)-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;5;stplus-ps2-476-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;Complexity;171.0;stplus-ps2-476-mod-wrapper(ITripDB);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-wrapper(IExternalPayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-wrapper(IEmployeePayment);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-wrapper(IBooking);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-wrapper(IBusinessTrip);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem);Second;Performance-Modifiability
m2;Modifiability;AffectedComponents;6;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
m2;Modifiability;Complexity;251.0;stplus-ps2-476-mod-split(PaymentSystem)-wrapper(IExporter);Second;Performance-Modifiability
